"schema","created_at","model_label","base_model_label","run_engine","engine_label","run_mode","requested_run_mode","region_count","kflow_memory","model_run_elapsed_seconds","model_fit_elapsed_seconds","model_run_time","model_folder","payload_file","payload_bytes","object_cache_mode","artifact_mode","object_cache_roles","artifact_roles","object_cache_bytes","artifact_stored_bytes","artifact_raw_bytes","obj_fun","max_grad","hessian_attempted","hessian_pdh","hessian_status","hessian_nonpositive","hessian_strict_negative","hessian_zero","hessian_total","hessian_smallest_eigenvalue","hessian_dominant_block","has_par","has_rep","has_lf","has_wf","has_tags","has_caal","has_diagnostics"
"mfclshiny.model_payload_manifest.v1","2026-08-03T16:56:59Z","S0.90-F2-tau2-fixed","","","","","",NA,"",NA,NA,"","/var/lib/condor/execute/dir_1517341/scratch/output/models/S0.90-F2-tau2-fixed","/var/lib/condor/execute/dir_1517341/scratch/output/models/S0.90-F2-tau2-fixed/model_payload.rds",2975184,"all","core","ParOut;RepOut;TagRepOut;TagTempOut;LengOut;TagOut;AgeOut;AgeFitOut;IndepOut","par;rep;indepvar;reg_scaling;test_plot_output",1722732,1211379,7601425,90814.8573966593,9.67941148140092e-05,FALSE,NA,"",NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
